product_title,gender,product_type,color,usage,color_details,heel_height,heel_type,price_usd,brand,product_id,image
Id men white & blue casual shoes,men,casual shoes,white,casual,['blue'],,,75,id,587,587.jpg
Ganuchi men brown shoes,men,formal shoes,brown,formal,[],,,210,ganuchi,588,588.jpg
Fortune men black formal shoes,men,formal shoes,black,formal,[],,,215,fortune,589,589.jpg
Adidas originals men sl 72 red casual shoes,men,casual shoes,red,casual,[],,,220,adidas originals,590,590.jpg
Vans men black & red casual shoes,men,casual shoes,red,casual,['black'],,,220,vans,591,591.jpg
U.s. polo assn. men brown shoes,men,formal shoes,brown,casual,[],,,220,u.s. polo assn.,592,592.jpg
Franco leone men blue shoes,men,casual shoes,blue,casual,[],,,195,franco leone,593,593.jpg
Numero uno men's dark blue shoe,men,casual shoes,blue,casual,['white'],,,200,numero uno,594,594.jpg
Fila men hostile white sports shoes,men,sports shoes,white,sports,[],,,120,fila,595,595.jpg
Force 10 men brown shoes,men,sports shoes,brown,sports,[],,,145,force 10,596,596.jpg
Clarks men manly alpine brown casual boots shoe,men,boots shoes,brown,boots,[],,,215,clarks,597,597.jpg
Numero uno men's casual white canvas shoe,men,casual shoes,white,casual,[],,,135,numero uno,598,598.jpg
Rockport men's allander black shoe,men,formal shoes,black,formal,[],,,190,rockport,599,599.jpg
Bata men mocassino brown formal shoes,men,formal shoes,brown,formal,[],,,150,bata,600,600.jpg
Red tape men brown formal shoes,men,formal shoes,brown,formal,[],,,210,red tape,601,601.jpg
Adidas neo men court evo blue shoes,men,casual shoes,blue,casual,[],,,95,adidas neo,602,602.jpg
Red tape men black leather smart casual shoes,men,smart casual shoes,black,smart casual,[],,,190,red tape,603,603.jpg
Lotto men white sports shoes,men,sports shoes,white,sports,[],,,120,lotto,604,604.jpg
Spinn men dozer black shoes,men,casual shoes,black,casual,[],,,140,spinn,605,605.jpg
Btwin men sport 5 shoes,men,sports shoes,black,sports,['grey'],,,130,btwin,606,606.jpg
Converse men all star black shoes,men,casual shoes,black,casual,['green'],,,170,converse,607,607.jpg
Carlton london men casual brown casual shoes,men,casual shoes,brown,casual,[],,,120,carlton london,608,608.jpg
Nike men air max turbulence white sports shoes,men,sports shoes,white,sports,['blue'],,,135,nike,609,609.jpg
Puma men white benecio shoes,men,casual shoes,white,casual,[],,,180,puma,610,610.jpg
Red tape men black shoes,men,casual shoes,black,casual,[],,,80,red tape,611,611.jpg
Red chief men black formal shoes,men,formal shoes,black,formal,[],,,205,red chief,612,612.jpg
Timberland men juniors beige casual shoes,men,casual shoes,beige,casual,[],,,140,timberland,613,613.jpg
Woodland men khaki casual shoes,men,casual shoes,khaki,casual,[],,,75,woodland,614,614.jpg
Puma men white driving power lo shoes,men,casual shoes,white,casual,[],,,215,puma,615,615.jpg
Puma men's match classic white & green shoe,men,casual shoes,white,casual,['green'],,,205,puma,616,616.jpg
Carlton london women black & gold toned flats,women,flats,black,casual,['gold'],,,210,carlton london,617,617.jpg
Catwalk women leather multi brown flats,women,flats,multi,casual,['brown'],,,200,catwalk,618,618.jpg
Rocia women black flats,women,flats,black,casual,[],,,165,rocia,619,619.jpg
Catwalk women leather flats,women,flats,multi,casual,[],,,155,catwalk,620,620.jpg
Catwalk women gun metal grey heels,women,heels,grey,casual,[],2.0,chunky,165,catwalk,621,621.jpg
Carlton london women silver wedge sandal,women,flats,silver,casual,[],,,135,carlton london,622,622.jpg
Portia women copper-toned & brown sandals,women,flats,copper,casual,['brown'],,,120,portia,623,623.jpg
Rocia women black heels,women,heels,black,casual,[],3.0,flared,55,rocia,624,624.jpg
Skechers women white green shoe,women,casual shoes,white,casual,['green'],,,180,skechers,625,625.jpg
Catwalk women brown sandals,women,flats,brown,casual,[],,,75,catwalk,626,626.jpg
Adidas women lavender hagkok sports shoes,women,sports shoes,lavender,sports,[],,,85,adidas,627,627.jpg
Nike women free run pink sports shoes,women,sports shoes,pink,sports,[],,,55,nike,628,628.jpg
Inc 5 women brown heels,women,heels,brown,casual,[],2.0,chunky,210,inc 5,629,629.jpg
Catwalk women golden wedges,women,heels,gold,casual,[],1.0,wedge,120,catwalk,630,630.jpg
Rocia women copper sandals,women,heels,copper,casual,[],2.0,wedge,120,rocia,631,631.jpg
Carlton london women wedge silver sandal,women,heels,silver,casual,[],1.0,wedge,165,carlton london,632,632.jpg
Kalenji ekiden women 200 wn purple 2011,women,sports shoes,purple,sports,['white'],,,165,kalenji ekiden,633,633.jpg
Enroute women casual black flats,women,flats,black,casual,[],,,105,enroute,634,634.jpg
Reebok women charcoal grey fuel techno sports shoes,women,sports shoes,charcoal,sports,['grey'],,,70,reebok,635,635.jpg
Enroute women casual white heels,women,heels,white,casual,[],2.0,flared,160,enroute,636,636.jpg
Puma women grace silver sandals,women,flats,silver,casual,[],,,55,puma,637,637.jpg
Puma women kuris silver & grey sports shoes,women,sports shoes,silver,sports,['grey'],,,160,puma,638,638.jpg
Carlton london women blue & cream shoes,women,casual shoes,blue,casual,['cream'],,,210,carlton london,639,639.jpg
Rocia women black & brown sandals,women,flats,black,casual,['brown'],,,110,rocia,640,640.jpg
Reebok women reeflex run blue sports shoes,women,sports shoes,blue,sports,[],,,120,reebok,641,641.jpg
Rocia women black shoes,women,heels,black,formal,[],1.0,kitten,190,rocia,642,642.jpg
Catwalk women casual black heels,women,heels,black,casual,[],1.0,wedge,65,catwalk,643,643.jpg
Nike women beige dunk high casual shoes,women,casual shoes,beige,casual,[],,,60,nike,644,644.jpg
Inc 5 women casual maroon sandals,women,heels,maroon,casual,[],1.0,block,140,inc 5,645,645.jpg
Catwalk women multi-coloured heels,women,heels,multi,casual,['red'],1.0,block,115,catwalk,646,646.jpg
Catwalk women brown sandals,women,flats,brown,casual,[],,,195,catwalk,647,647.jpg
Portia women brown flats,women,flats,brown,casual,[],,,115,portia,648,648.jpg
Rocia women beige flats,women,flats,beige,casual,[],,,190,rocia,649,649.jpg
Nike women glide white grey shoe,women,sports shoes,white,sports,['grey'],,,170,nike,650,650.jpg
Inc. 5  women grey flats,women,flats,brown,casual,['grey'],,,190,inc. 5,651,651.jpg
Carlton london women four strapped black sandal,women,heels,black,casual,[],1.0,wedge,145,carlton london,652,652.jpg
Rocia women beige flats,women,heels,beige,casual,[],0.5,block,135,rocia,653,653.jpg
Rocia women brown wedges,women,heels,brown,casual,[],0.5,wedge,75,rocia,654,654.jpg
Catwalk women lifestyle black heels,women,heels,black,casual,[],1.0,kitten,60,catwalk,655,655.jpg
Catwalk women blue casual flats,women,flats,blue,casual,[],,,105,catwalk,656,656.jpg
Carlton london women gold wedge sandal,women,flats,gold,sports,[],,,155,carlton london,657,657.jpg
Enroute women turquoise blue flats,women,flats,turquoise blue,casual,[],,,120,enroute,658,658.jpg
Nike women grey lunarglide +3 sports shoes,women,sports shoes,grey,sports,['yellow'],,,105,nike,659,659.jpg
Fila women top fuel black sports shoes,women,sports shoes,black,sports,['pink'],,,115,fila,660,660.jpg
Catwalk women red flats,women,flats,red,casual,[],,,50,catwalk,661,661.jpg
Catwalk women bronze toned sandals,women,flats,bronze,casual,[],,,185,catwalk,662,662.jpg
Reebok women black casual shoes,women,flats,black,casual,[],,,175,reebok,663,663.jpg
Clarks women brown leather heels,women,heels,brown,casual,[],1.0,kitten,210,clarks,664,664.jpg
Clarks women cream coloured onslow beat leather wedges,women,heels,cream,casual,[],2.0,wedge,185,clarks,665,665.jpg
Catwalk women wedding heeled bronze heels,women,heels,brown,casual,['bronze'],1.0,kitten,200,catwalk,666,666.jpg
Rockport women jeanie oneband brown flats,women,flats,brown,casual,[],,,185,rockport,667,667.jpg
Rocia women maroon sandals,women,heels,maroon,casual,[],0.5,block,220,rocia,668,668.jpg
Fila women sleeker green check casual shoes,women,casual shoes,green,casual,['black'],,,70,fila,669,669.jpg
Nike women downshifter white sports shoes,women,sports shoes,white,sports,[],,,85,nike,670,670.jpg
Puma women speeder wns ind white sports shoes,women,sports shoes,white,sports,['blue'],,,120,puma,671,671.jpg
Catwalk women silver flats,women,flats,silver,casual,[],,,105,catwalk,672,672.jpg
Rocia women maroon sandals,women,heels,maroon,casual,[],1.0,block,205,rocia,673,673.jpg
Catwalk women blue & white sandals,women,heels,blue,casual,['white'],0.5,wedge,80,catwalk,674,674.jpg
Portia women white flats,women,flats,white,casual,[],,,95,portia,675,675.jpg
Portia women brown sandals,women,heels,brown,casual,[],1.0,wedge,215,portia,676,676.jpg
Nike women free white pink shoe,women,sports shoes,white,sports,['pink'],,,175,nike,677,677.jpg
Catwalk women bronze heels,women,heels,bronze,casual,[],1.0,block,195,catwalk,678,678.jpg
Enroute women casual yellow flats,women,flats,yellow,casual,[],,,75,enroute,679,679.jpg
Adidas women adi light white fresh shoe,women,casual shoes,white,casual,['blue'],,,150,adidas,680,680.jpg
Rocia women brown sandals,women,flats,brown,casual,[],,,180,rocia,681,681.jpg
Lotto women osaka grey violet shoe,women,sports shoes,grey,sports,['purple'],,,135,lotto,682,682.jpg
Rocia women copper flats,women,flats,copper,casual,[],,,130,rocia,683,683.jpg
Clarks women black onslow beat leather wedges,women,heels,black,casual,[],2.0,wedge,175,clarks,684,684.jpg
Catwalk women brown wedges,women,heels,brown,casual,[],2.0,wedge,95,catwalk,685,685.jpg
Catwalk women brown heels,women,heels,brown,casual,[],1.0,wedge,200,catwalk,686,686.jpg
Enroute women black shoes,women,flats,black,casual,[],,,90,enroute,687,687.jpg
Rocia women brown wedges,women,heels,brown,casual,[],1.0,wedge,210,rocia,688,688.jpg
Catwalk women lifestyle gold toned ballerinas,women,flats,gold,casual,[],,,45,catwalk,689,689.jpg
Catwalk women beige casual shoes,women,casual shoes,beige,casual,[],,,140,catwalk,690,690.jpg
Carlton london women stylish gold flats,women,flats,gold,casual,[],,,95,carlton london,691,691.jpg
Hm women silver heels,women,heels,silver,casual,[],1.5,kitten,55,hm,692,692.jpg
Catwalk women heeded golden strap black heels,women,heels,gold,casual,['black'],1.0,wedge,175,catwalk,693,693.jpg
Rocia women brown heels,women,heels,brown,formal,[],1.0,block,130,rocia,694,694.jpg
Nike women ten blue white shoe,women,sports shoes,blue,sports,['white'],,,55,nike,695,695.jpg
Adidas women duramo 3 sports shoes,women,sports shoes,silver,sports,['blue'],,,220,adidas,696,696.jpg
Rocia women brown flats,women,flats,brown,casual,[],,,120,rocia,697,697.jpg
Portia women brown heels,women,heels,brown,casual,['multi'],2.0,flared,190,portia,698,698.jpg
Catwalk women multi colour flats,women,flats,multi,casual,[],,,210,catwalk,699,699.jpg
Nike women's izanami white blue shoe,women,sports shoes,white,sports,['blue'],,,45,nike,700,700.jpg
Enroute women casual black flats,women,flats,black,casual,[],,,90,enroute,701,701.jpg
Asics women gel spree running grey sports shoes,women,sports shoes,grey,sports,['pink'],,,150,asics,702,702.jpg
Rocia women black & brown flats,women,flats,black,casual,['brown'],,,170,rocia,703,703.jpg
Nike women's double team lite black shoe,women,sports shoes,black,sports,[],,,65,nike,704,704.jpg
Catwalk women gold heels,women,heels,gold,casual,[],1.0,kitten,70,catwalk,705,705.jpg
Nike women double team lite black shoes,women,casual shoes,black,casual,['red'],,,150,nike,706,706.jpg
Catwalk women gold flats,women,flats,gold,casual,[],,,200,catwalk,707,707.jpg
Adidas women duramo 3 white sports shoes,women,sports shoes,white,sports,['pink'],,,75,adidas,708,708.jpg
Puma women casual purple casual shoes,women,casual shoes,purple,casual,['blue'],,,215,puma,709,709.jpg
Carlton london women black heels,women,heels,black,casual,[],2.0,stiletto,150,carlton london,710,710.jpg
Nike women zoo blue shoe,women,sports shoes,blue,sports,['white'],,,215,nike,711,711.jpg
Catwalk women buckel pink flats,women,flats,pink,casual,[],,,210,catwalk,712,712.jpg
Catwalk women slim casual beige wedges,women,heels,blue,casual,['beige'],3.0,wedge,70,catwalk,713,713.jpg
Nike women air rift grey shoes,women,casual shoes,grey,casual,[],,,45,nike,714,714.jpg
Portia women black flats,women,flats,brown,casual,['black'],,,150,portia,715,715.jpg
Catwalk women black flats,women,flats,black,casual,[],,,135,catwalk,716,716.jpg
Inc 5 women casual gold flats,women,flats,gold,casual,[],,,155,inc 5,717,717.jpg
Rocia women multi- coloured shoes,women,flats,green,casual,['multi'],,,60,rocia,718,718.jpg
Enroute women casual taupe casual heels,women,heels,taupe,casual,[],0.5,kitten,170,enroute,719,719.jpg
Catwalk women brown heels,women,heels,brown,casual,[],0.5,flared,120,catwalk,720,720.jpg
Inc. 5 women casual beige heels,women,heels,beige,casual,[],1.0,block,85,inc. 5,721,721.jpg
Rocia women beige sandals,women,heels,beige,casual,[],0.5,block,120,rocia,722,722.jpg
Adidas women sukoi black sports shoes,women,sports shoes,black,sports,['pink'],,,160,adidas,723,723.jpg
Nike women dunk skinny white red shoe,women,casual shoes,white,casual,"['red', 'multi']",,,125,nike,724,724.jpg
Portia women white heels,women,heels,white,casual,['multi'],2.0,flared,60,portia,725,725.jpg
Nike women air relentless grey sports shoes,women,sports shoes,grey,sports,['purple'],,,205,nike,726,726.jpg
Rocia women casual brown sandal,women,heels,black,casual,['brown'],0.5,flared,65,rocia,727,727.jpg
Skechers women tone black sandals,women,flats,black,casual,['blue'],,,165,skechers,728,728.jpg
Catwalk women silver heels,women,heels,silver,casual,[],0.5,kitten,130,catwalk,729,729.jpg
Catwalk women casual brown flats,women,flats,brown,casual,[],,,190,catwalk,730,730.jpg
Inc 5 women casual black flats,women,flats,black,casual,['multi'],,,190,inc 5,731,731.jpg
Puma women cabana racer sl black casual shoes,women,casual shoes,black,casual,"['yellow', 'blue']",,,140,puma,732,732.jpg
Carlton london women black heels,women,heels,silver,casual,['bronze'],2.0,stiletto,215,carlton london,733,733.jpg
Senorita women green flats,women,flats,green,casual,[],,,55,senorita,734,734.jpg
Enroute women casual gold peep toes,women,heels,gold,casual,[],2.0,block,75,enroute,735,735.jpg
Portia women beige wedges,women,heels,beige,casual,[],0.5,wedge,90,portia,736,736.jpg
Rocia women brown flats,women,flats,brown,casual,[],,,120,rocia,737,737.jpg
Catwalk women ballerina black casual shoe,women,casual shoes,black,casual,[],,,155,catwalk,738,738.jpg
Nike women court majestic white shoes,women,sports shoes,white,casual,['pink'],,,100,nike,739,739.jpg
Catwalk women weaved strap tan flats,women,flats,tan,casual,[],,,120,catwalk,740,740.jpg
Catwalk women casual black heels,women,heels,black,casual,['silver'],1.0,kitten,45,catwalk,741,741.jpg
Nike women transform iii in white shoe,women,sports shoes,white,sports,[],,,60,nike,742,742.jpg
Portia women black sandals,women,flats,black,casual,[],,,75,portia,743,743.jpg
Rocia women black flats,women,flats,black,casual,[],,,65,rocia,744,744.jpg
Rocia women casual black sandal,women,heels,black,casual,[],1.0,kitten,180,rocia,745,745.jpg
Catwalk women red flats,women,flats,red,casual,['multi'],,,200,catwalk,746,746.jpg
Catwalk women multicoloured heels,women,heels,multi,casual,[],0.5,kitten,185,catwalk,747,747.jpg
Hm women red heels,women,heels,red,casual,[],1.0,stiletto,70,hm,748,748.jpg
Catwalk women pink flats,women,flats,pink,casual,[],,,210,catwalk,749,749.jpg
Catwalk women white flats,women,flats,white,casual,[],,,115,catwalk,750,750.jpg
Adidas women blazer sports shoes,women,sports shoes,silver,sports,['pink'],,,140,adidas,751,751.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,stiletto,190,catwalk,752,752.jpg
Catwalk women red flats,women,flats,red,casual,['multi'],,,60,catwalk,753,753.jpg
Puma women roque grey sandals,women,flats,grey,casual,[],,,60,puma,754,754.jpg
Nike women sweet ac black shoe,women,sports shoes,black,sports,['blue'],,,105,nike,755,755.jpg
Hm women blue heels,women,heels,blue,casual,['silver'],1.0,flared,45,hm,756,756.jpg
Catwalk women casual brown wedges,women,heels,brown,casual,[],1.0,wedge,105,catwalk,757,757.jpg
Portia women brown sandals,women,flats,brown,casual,[],,,115,portia,758,758.jpg
Nike women's transform iii in black pink shoe,women,sports shoes,black,sports,['pink'],,,65,nike,759,759.jpg
Nike women iza black shoe,women,sports shoes,black,sports,[],,,110,nike,760,760.jpg
Puma women green supersuede eco casual shoes,women,casual shoes,green,casual,[],,,60,puma,761,761.jpg
Catwalk women fancy black heels,women,heels,black,casual,[],2.0,flared,130,catwalk,762,762.jpg
Nike women's lunar swift blue shoe,women,sports shoes,blue,sports,['yellow'],,,195,nike,763,763.jpg
Numero uno women ny grey blue shoe,women,casual shoes,grey,casual,['blue'],,,80,numero uno,764,764.jpg
Catwalk women ballerina grey casual shoe,women,casual shoes,grey,casual,[],,,180,catwalk,765,765.jpg
Inc 5 women casual brown wedges,women,heels,brown,casual,[],2.0,wedge,155,inc 5,766,766.jpg
Catwalk women black heels,women,heels,black,casual,['multi'],2.0,block,50,catwalk,767,767.jpg
Carlton london women purple flat shoes,women,flats,purple,casual,[],,,150,carlton london,768,768.jpg
Portia women green sandals,women,flats,green,casual,[],,,180,portia,769,769.jpg
Hm women black sandals,women,heels,black,casual,[],1.0,wedge,60,hm,770,770.jpg
Adidas women purple chill sports shoes,women,sports shoes,purple,sports,[],,,95,adidas,771,771.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,flared,65,catwalk,772,772.jpg
Senorita women bronze flats,women,flats,bronze,casual,[],,,180,senorita,773,773.jpg
Rocia women casual brown sandal,women,flats,brown,casual,[],,,70,rocia,774,774.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,stiletto,80,catwalk,775,775.jpg
Catwalk women black heels,women,heels,black,casual,['gold'],2.0,stiletto,135,catwalk,776,776.jpg
Catwalk women brown heeled shoes,women,heels,brown,casual,[],1.0,block,150,catwalk,777,777.jpg
Hm women red heels,women,heels,red,casual,['black'],1.0,flared,115,hm,778,778.jpg
Rockport women beige flats,women,flats,off white,casual,['beige'],,,180,rockport,779,779.jpg
Puma women saba ballet dc3 purple casual shoes,women,casual shoes,purple,casual,[],,,190,puma,780,780.jpg
Catwalk women off-white and blue pumps,women,casual shoes,off white,casual,['blue'],,,215,catwalk,781,781.jpg
Nike women lunarswift +3 olive sports shoes,women,sports shoes,olive,sports,['red'],,,135,nike,782,782.jpg
Catwalk women beige shoes,women,flats,beige,casual,['black'],,,150,catwalk,783,783.jpg
Portia women maroon flats,women,flats,maroon,casual,[],,,115,portia,784,784.jpg
Nike women glide white pink shoe,women,sports shoes,white,sports,['pink'],,,75,nike,785,785.jpg
Catwalk women blue heels,women,heels,blue,casual,['multi'],2.0,block,185,catwalk,786,786.jpg
Rocia women casual black heels,women,heels,black,casual,[],0.5,flared,60,rocia,787,787.jpg
Catwalk women brown heels,women,heels,brown,casual,[],0.5,kitten,45,catwalk,788,788.jpg
Catwalk women multi coloured sandals,women,heels,grey,casual,['multi'],0.5,wedge,160,catwalk,789,789.jpg
Rocia women black heels,women,heels,black,casual,[],2.0,wedge,120,rocia,790,790.jpg
Catwalk women lifestyle beige flats,women,flats,beige,casual,[],,,160,catwalk,791,791.jpg
Carlton london women stylish black flats,women,flats,black,casual,[],,,200,carlton london,792,792.jpg
Catwalk women blue casual shoes,women,casual shoes,blue,casual,[],,,125,catwalk,793,793.jpg
Enroute women coral shoes,women,flats,orange,casual,[],,,175,enroute,794,794.jpg
Catwalk women black casual flats,women,flats,black,casual,[],,,160,catwalk,795,795.jpg
Rocia women black sandals,women,flats,black,casual,[],,,130,rocia,796,796.jpg
Nike women white court shuttle shoes,women,sports shoes,white,sports,['blue'],,,150,nike,797,797.jpg
Catwalk women blue casual shoes,women,casual shoes,blue,casual,[],,,50,catwalk,798,798.jpg
Rocia women black flats,women,flats,black,casual,[],,,215,rocia,799,799.jpg
Adidas women white galaxy arriba sports shoes,women,sports shoes,white,sports,['blue'],,,180,adidas,800,800.jpg
Adidas women white & grey vanquish sports shoes,women,sports shoes,white,sports,"['grey', 'blue']",,,95,adidas,801,801.jpg
Nike women city court white sports shoe,women,sports shoes,white,sports,['blue'],,,170,nike,802,802.jpg
Rocia women silver heels,women,heels,silver,casual,[],3.0,flared,115,rocia,803,803.jpg
Carlton london women four strapped gold sandal,women,flats,gold,casual,[],1.0,wedge,145,carlton london,804,804.jpg
Reebok women zig sonic yellow and grey sports shoes,women,sports shoes,grey,sports,['yellow'],,,120,reebok,805,805.jpg
Rocia women brown flats,women,flats,brown,casual,[],,,120,rocia,806,806.jpg
Nike women capri white casual shoes,women,casual shoes,white,casual,[],,,180,nike,807,807.jpg
Nike women main draw white blue shoe,women,sports shoes,white,sports,['blue'],,,220,nike,808,808.jpg
Nike women black tenkay shoes,women,flats,black,casual,[],,,195,nike,809,809.jpg
Catwalk women leather cutshoe brown flats,women,flats,brown,casual,[],,,85,catwalk,810,810.jpg
Nike women sweet classic high purple casual shoes,women,casual shoes,purple,casual,['red'],,,155,nike,811,811.jpg
Rocia women grey sandals,women,heels,grey,casual,"['silver', 'multi']",2.0,block,210,rocia,812,812.jpg
Catwalk women gold flats,women,flats,gold,casual,[],,,215,catwalk,813,813.jpg
Nike women grey lunarswift +3 sports shoes,women,sports shoes,grey,sports,[],,,155,nike,814,814.jpg
Enroute women pink flats,women,flats,pink,casual,[],,,75,enroute,815,815.jpg
Fila women top fuel black sports shoes,women,sports shoes,black,sports,['blue'],,,110,fila,816,816.jpg
Rocia women grey wedges,women,heels,grey,casual,[],0.5,wedge,175,rocia,817,817.jpg
Catwalk women lifestyle grey shoes,women,casual shoes,grey,casual,[],,,55,catwalk,818,818.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,block,80,catwalk,819,819.jpg
Enroute women grey heels,women,heels,grey,casual,[],1.0,kitten,60,enroute,820,820.jpg
Catwalk women black heels,women,heels,black,casual,[],0.5,kitten,80,catwalk,821,821.jpg
Reebok women navy blue casual shoes,women,flats,navy blue,casual,[],,,85,reebok,822,822.jpg
Catwalk women black heels,women,heels,black,casual,[],0.5,kitten,165,catwalk,823,823.jpg
Catwalk women leather formal grey heels,women,heels,grey,formal,[],1.0,block,135,catwalk,824,824.jpg
Puma women's feuerwerk white shoe,women,casual shoes,white,casual,"['blue', 'green']",,,80,puma,825,825.jpg
Rocia women beige & brown sandals,women,flats,beige,casual,['brown'],,,120,rocia,826,826.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,block,165,catwalk,827,827.jpg
Puma women grey axis sports shoes,women,sports shoes,grey,sports,['pink'],,,75,puma,828,828.jpg
Enroute women casual beige flats,women,flats,beige,casual,[],,,140,enroute,829,829.jpg
Adidas women sweep green sandals,women,flats,green,casual,[],,,125,adidas,830,830.jpg
Puma women black grace flats,women,flats,black,casual,['green'],,,85,puma,831,831.jpg
Rocia women black flats,women,flats,black,casual,[],,,75,rocia,832,832.jpg
Portia women black flats,women,flats,black,casual,[],,,160,portia,833,833.jpg
Rockport women jeanie thong chain pink flats,women,flats,pink,casual,[],,,85,rockport,834,834.jpg
Catwalk women casual beige heels,women,heels,beige,casual,[],2.0,wedge,60,catwalk,835,835.jpg
Nike women trainer white purple shoe,women,sports shoes,purple,sports,['white'],,,145,nike,836,836.jpg
Catwalk women black heels,women,heels,black,casual,[],1.0,flared,125,catwalk,837,837.jpg
Nike women ballista ii white sports shoes,women,sports shoes,white,sports,['purple'],,,215,nike,838,838.jpg
Enroute women silver wedges,women,heels,silver,casual,[],1.0,wedge,130,enroute,839,839.jpg
Catwalk women multi colour wedges,women,heels,multi,casual,[],1.0,wedge,45,catwalk,840,840.jpg
Inc 5 women casual black wedges,women,heels,black,casual,[],1.0,wedge,135,inc 5,841,841.jpg
Catwalk women blue flats,women,flats,blue,casual,['multi'],,,220,catwalk,842,842.jpg
Rocia women brown sandals,women,heels,brown,casual,[],2.0,wedge,70,rocia,843,843.jpg
Catwalk women casual white heels,women,heels,white,casual,[],2.0,platform,70,catwalk,844,844.jpg
Adidas women ranger navy blue sports shoes,women,sports shoes,navy blue,sports,['white'],,,120,adidas,845,845.jpg
Puma women axis grey sports shoes,women,sports shoes,grey,sports,['blue'],,,125,puma,846,846.jpg
Catwalk women bronze brown heels,women,heels,brown,casual,['bronze'],1.0,wedge,120,catwalk,847,847.jpg
Carlton london women red & black heels,women,heels,red,casual,['black'],2.0,slim,145,carlton london,848,848.jpg
Rocia women brown flats,women,flats,brown,casual,[],,,155,rocia,849,849.jpg
Catwalk women black ballerinas,women,flats,black,casual,[],,,85,catwalk,850,850.jpg
Clarks women silvi spice raspberry leather red flats,women,flats,red,casual,[],,,180,clarks,851,851.jpg
Inc 5 women casual gold heels,women,heels,gold,casual,[],1.0,kitten,55,inc 5,852,852.jpg
Carlton london women red wedge sandal,women,heels,red,casual,[],1.0,wedge,145,carlton london,853,853.jpg
Rocia women black & brown sandals,women,heels,black,casual,['brown'],2.0,wedge,180,rocia,854,854.jpg
Kalenji kiprun women 2000l wht/purple,women,sports shoes,purple,sports,['white'],,,205,kalenji kiprun,855,855.jpg
Nike women free run+ 3 turquoise blue sports shoes,women,sports shoes,turquoise blue,sports,[],,,180,nike,856,856.jpg
Catwalk women brown wedges,women,heels,brown,casual,['multi'],,,165,catwalk,857,857.jpg
Enroute women casual black casual shoes,women,casual shoes,black,casual,[],,,105,enroute,858,858.jpg
Catwalk women gold toned & brown flats,women,flats,gold,casual,['brown'],,,45,catwalk,859,859.jpg
Rocia women bronze heels,women,heels,bronze,casual,[],3.0,stiletto,140,rocia,860,860.jpg
Portia women purple & gold-toned sandals,women,flats,purple,casual,['gold'],,,190,portia,861,861.jpg
Catwalk women casual beige heels,women,heels,beige,casual,[],2.0,block,205,catwalk,862,862.jpg
Adidas women silver magique shoes,women,casual shoes,silver,casual,[],,,155,adidas,863,863.jpg
Catwalk women assorted multi heels,women,heels,multi,casual,[],1.0,block,195,catwalk,864,864.jpg
Portia women black flats,women,flats,black,casual,[],,,160,portia,865,865.jpg
Carlton london women casual navy flats,women,flats,navy blue,casual,[],,,145,carlton london,866,866.jpg
Rocia women white heels,women,flats,white,casual,[],,,70,rocia,867,867.jpg
Catwalk women gold heels,women,heels,gold,casual,[],0.5,kitten,195,catwalk,868,868.jpg
Catwalk women casual multi flats,women,flats,multi,casual,[],,,200,catwalk,869,869.jpg
Portia women black flats,women,flats,black,casual,[],,,115,portia,870,870.jpg
Numero uno women dna red shoe,women,casual shoes,red,casual,['white'],,,195,numero uno,871,871.jpg
Nike women air max trainer excel purple sports shoes,women,sports shoes,purple,sports,['white'],,,75,nike,872,872.jpg
Catwalk women fancy beige heels,women,heels,beige,casual,[],2.0,stiletto,90,catwalk,873,873.jpg
Catwalk women gold flats,women,flats,gold,casual,[],,,190,catwalk,874,874.jpg
Catwalk women metal grey heels,women,heels,silver,casual,['grey'],0.5,flared,85,catwalk,875,875.jpg
Catwalk women blue heels,women,heels,blue,casual,[],2.0,slim,55,catwalk,876,876.jpg
Nike women lunarswift +3 purple grey sports shoes,women,sports shoes,purple,sports,['grey'],,,180,nike,877,877.jpg
Catwalk women blue shoes,women,flats,blue,casual,['white'],,,210,catwalk,878,878.jpg
Hm women black heels,women,heels,black,casual,[],1.0,flared,80,hm,879,879.jpg
Inc 5 women casual black heels,women,heels,black,casual,[],1.0,kitten,155,inc 5,880,880.jpg
Hm women brown shoes,women,casual shoes,brown,casual,[],,,195,hm,881,881.jpg
Senorita women silver flats,women,flats,silver,casual,[],,,215,senorita,882,882.jpg
Catwalk women black flats,women,flats,black,casual,[],,,90,catwalk,883,883.jpg
Rocia women casual yellow sandal,women,flats,yellow,casual,['multi'],,,200,rocia,884,884.jpg
Adidas women white sukoi sports shoes,women,sports shoes,white,sports,['blue'],,,55,adidas,885,885.jpg
Catwalk women weaved strap black flats,women,flats,black,casual,[],,,100,catwalk,886,886.jpg
Force 10 women grey sports shoes,women,sports shoes,grey,sports,['pink'],,,145,force 10,887,887.jpg
Rocia women casual tan sandal,women,heels,tan,casual,[],0.5,kitten,220,rocia,888,888.jpg
Rocia women black flats,women,flats,black,casual,[],,,220,rocia,889,889.jpg
